Iteration,VPR 1.1,VPR 1.0,VPR 0.95,VPR 0.9,VPR 0.85,VPR 0.8,Resol 1.1,Resol 1.0,Resol 0.95,Resol 0.9,Resol 0.85,Resol 0.8
1,0.970,0.993,0.991,0.996,0.994,0.997,0.0,0.0,0.0,0.0,0.0,0.0
10,0.526,0.692,0.764,0.862,0.926,0.917,83.3,63.3,51.1,15.6,7.9,4.8
11,0.508,0.672,0.743,0.850,0.918,0.913,83.3,66.7,53.3,17.8,9.5,4.8
12,0.492,0.653,0.727,0.839,0.913,0.907,83.3,66.7,62.2,22.2,11.1,4.8
13,0.478,0.636,0.709,0.829,0.905,0.902,83.3,70.0,64.4,28.9,9.5,6.3
14,0.464,0.617,0.692,0.821,0.898,0.897,83.3,70.0,66.7,31.1,12.7,9.5
15,0.452,0.590,0.679,0.807,0.894,0.893,83.3,73.3,73.3,33.3,15.9,11.1
16,0.430,0.576,0.661,0.798,0.889,0.889,83.3,73.3,73.3,37.8,17.5,14.3
17,0.420,0.563,0.642,0.790,0.884,0.885,83.3,73.3,75.6,40.0,20.6,14.3
18,0.411,0.544,0.629,0.781,0.877,0.882,83.3,76.7,75.6,40.0,20.6,14.3
19,0.403,0.532,0.616,0.770,0.872,0.879,83.3,76.7,75.6,44.4,22.2,17.5
2,0.899,0.960,0.965,0.983,0.981,0.991,3.3,0.0,0.0,0.0,1.6,0.0
20,0.395,0.521,0.604,0.761,0.869,0.876,83.3,80.0,77.8,51.1,22.2,20.6
21,0.388,0.511,0.593,0.754,0.864,0.873,83.3,80.0,77.8,53.3,22.2,22.2
22,0.382,0.501,0.581,0.746,0.860,0.870,86.7,80.0,80.0,57.8,22.2,22.2
23,0.375,0.492,0.570,0.739,0.857,0.869,86.7,80.0,80.0,57.8,22.2,22.2
24,0.370,0.480,0.560,0.731,0.851,0.866,86.7,80.0,82.2,57.8,23.8,22.2
25,0.364,0.472,0.548,0.724,0.848,0.865,86.7,80.0,84.4,57.8,25.4,22.2
26,0.359,0.468,0.542,0.718,0.845,0.862,86.7,80.0,86.7,57.8,25.4,22.2
27,0.355,0.461,0.533,0.712,0.841,0.860,86.7,80.0,86.7,57.8,25.4,22.2
28,0.350,0.454,0.524,0.706,0.838,0.858,86.7,80.0,88.9,57.8,25.4,22.2
29,0.346,0.448,0.516,0.701,0.835,0.856,86.7,80.0,88.9,57.8,28.6,22.2
3,0.822,0.910,0.938,0.968,0.972,0.981,20.0,0.0,0.0,0.0,1.6,0.0
30,0.342,0.442,0.508,0.695,0.831,0.854,86.7,80.0,88.9,57.8,28.6,22.2
31,0.338,0.439,0.500,0.690,0.827,0.852,86.7,76.7,88.9,57.8,30.2,22.2
32,0.335,0.434,0.489,0.686,0.822,0.851,86.7,76.7,88.9,57.8,31.7,25.4
33,0.331,0.428,0.482,0.681,0.819,0.849,86.7,80.0,91.1,57.8,33.3,27.0
34,0.328,0.413,0.476,0.676,0.813,0.848,86.7,83.3,91.1,60.0,33.3,28.6
35,0.325,0.405,0.469,0.671,0.810,0.846,86.7,83.3,91.1,60.0,33.3,30.2
36,0.322,0.401,0.463,0.666,0.807,0.844,86.7,83.3,91.1,60.0,33.3,30.2
37,0.319,0.389,0.456,0.662,0.800,0.843,86.7,86.7,91.1,62.2,34.9,30.2
38,0.317,0.385,0.450,0.657,0.797,0.841,86.7,86.7,93.3,62.2,34.9,31.7
39,0.314,0.381,0.445,0.653,0.795,0.840,86.7,86.7,93.3,64.4,34.9,31.7
4,0.758,0.868,0.905,0.953,0.965,0.968,50.0,6.7,0.0,0.0,1.6,0.0
40,0.285,0.377,0.439,0.649,0.780,0.839,90.0,86.7,95.6,64.4,36.5,33.3
41,0.272,0.373,0.434,0.645,0.778,0.838,90.0,86.7,95.6,64.4,36.5,33.3
42,0.270,0.370,0.428,0.641,0.775,0.836,90.0,86.7,95.6,64.4,36.5,33.3
43,0.268,0.367,0.423,0.637,0.770,0.835,90.0,86.7,95.6,64.4,38.1,33.3
44,0.260,0.364,0.419,0.631,0.760,0.834,90.0,86.7,95.6,68.9,39.7,33.3
45,0.258,0.361,0.414,0.627,0.759,0.832,90.0,86.7,95.6,68.9,39.7,33.3
46,0.257,0.360,0.409,0.624,0.757,0.831,90.0,86.7,95.6,68.9,39.7,33.3
47,0.255,0.357,0.405,0.620,0.755,0.831,90.0,86.7,95.6,68.9,39.7,33.3
48,0.253,0.355,0.400,0.617,0.752,0.832,90.0,86.7,95.6,68.9,39.7,33.3
49,0.251,0.352,0.396,0.612,0.750,0.828,90.0,86.7,95.6,68.9,39.7,33.3
5,0.701,0.830,0.878,0.933,0.959,0.957,63.3,23.3,4.4,0.0,1.6,0.0
50,0.250,0.350,0.392,0.609,0.748,0.827,90.0,86.7,95.6,68.9,39.7,33.3
6,0.655,0.799,0.855,0.915,0.952,0.946,73.3,40.0,20.0,0.0,3.2,0.0
7,0.622,0.763,0.834,0.902,0.946,0.939,76.7,53.3,22.2,2.2,3.2,0.0
8,0.584,0.739,0.810,0.889,0.939,0.931,76.7,56.7,24.4,11.1,4.8,1.6
9,0.546,0.714,0.783,0.874,0.933,0.924,83.3,63.3,40.0,13.3,4.8,1.6
