Iteration,VPR 1.1,VPR 1.0,VPR 0.95,VPR 0.9,VPR 0.85,VPR 0.8,Resol 1.1,Resol 1.0,Resol 0.95,Resol 0.9,Resol 0.85,Resol 0.8
1,0.700,0.857,0.884,0.933,0.957,0.968,56.7,10.0,0.0,0.0,3.2,0.0
10,0.372,0.583,0.639,0.779,0.883,0.895,90.0,76.7,73.3,48.9,14.3,12.7
11,0.362,0.571,0.629,0.766,0.878,0.891,90.0,76.7,75.6,51.1,15.9,12.7
12,0.353,0.560,0.610,0.756,0.867,0.888,90.0,76.7,77.8,53.3,20.6,12.7
13,0.344,0.550,0.598,0.748,0.863,0.885,90.0,76.7,77.8,55.6,20.6,12.7
14,0.336,0.540,0.584,0.741,0.859,0.883,90.0,76.7,77.8,57.8,22.2,12.7
15,0.329,0.530,0.571,0.733,0.857,0.880,90.0,76.7,80.0,57.8,25.4,12.7
16,0.321,0.521,0.561,0.724,0.853,0.879,90.0,76.7,80.0,60.0,27.0,12.7
17,0.314,0.512,0.551,0.717,0.850,0.876,90.0,76.7,80.0,60.0,28.6,15.9
18,0.308,0.504,0.542,0.710,0.841,0.873,90.0,76.7,80.0,60.0,28.6,17.5
19,0.302,0.496,0.530,0.704,0.828,0.870,90.0,76.7,80.0,60.0,31.7,22.2
2,0.510,0.729,0.779,0.858,0.927,0.931,83.3,56.7,40.0,15.6,7.9,1.6
20,0.296,0.489,0.521,0.697,0.825,0.867,90.0,76.7,80.0,60.0,31.7,22.2
21,0.291,0.482,0.512,0.684,0.821,0.866,90.0,76.7,80.0,62.2,33.3,22.2
22,0.286,0.475,0.505,0.678,0.816,0.865,90.0,76.7,84.4,62.2,34.9,22.2
23,0.281,0.459,0.497,0.672,0.813,0.860,90.0,80.0,84.4,64.4,34.9,23.8
24,0.276,0.452,0.489,0.665,0.809,0.859,90.0,83.3,86.7,64.4,34.9,25.4
25,0.272,0.445,0.481,0.657,0.806,0.855,90.0,83.3,86.7,66.7,34.9,28.6
26,0.268,0.440,0.473,0.650,0.803,0.852,90.0,83.3,88.9,68.9,34.9,28.6
27,0.264,0.434,0.466,0.645,0.800,0.850,90.0,83.3,91.1,71.1,36.5,27.0
28,0.260,0.430,0.459,0.639,0.797,0.850,90.0,83.3,91.1,71.1,38.1,28.6
29,0.257,0.425,0.452,0.634,0.791,0.848,90.0,83.3,91.1,71.1,38.1,28.6
3,0.479,0.709,0.758,0.848,0.924,0.927,83.3,56.7,48.9,17.8,7.9,1.6
30,0.254,0.419,0.446,0.629,0.788,0.846,90.0,83.3,91.1,71.1,38.1,28.6
31,0.250,0.415,0.439,0.624,0.786,0.845,90.0,83.3,93.3,71.1,38.1,28.6
32,0.247,0.410,0.433,0.619,0.777,0.844,90.0,83.3,93.3,71.1,39.7,28.6
33,0.244,0.406,0.427,0.615,0.772,0.843,90.0,83.3,93.3,71.1,41.3,28.6
34,0.242,0.402,0.422,0.610,0.768,0.840,90.0,83.3,93.3,71.1,41.3,28.6
35,0.240,0.398,0.416,0.605,0.765,0.838,90.0,83.3,93.3,71.1,41.3,28.6
36,0.237,0.394,0.412,0.601,0.762,0.837,90.0,83.3,93.3,71.1,42.9,28.6
37,0.235,0.390,0.406,0.596,0.759,0.835,90.0,83.3,93.3,71.1,42.9,28.6
38,0.232,0.387,0.403,0.592,0.757,0.834,93.3,83.3,95.6,71.1,42.9,30.2
39,0.230,0.383,0.398,0.588,0.755,0.832,93.3,83.3,95.6,71.1,42.9,31.7
4,0.461,0.691,0.740,0.838,0.917,0.922,83.3,56.7,57.8,17.8,9.5,1.6
40,0.228,0.380,0.394,0.584,0.752,0.831,93.3,83.3,95.6,71.1,42.9,31.7
41,0.225,0.377,0.389,0.576,0.750,0.829,93.3,83.3,95.6,73.3,42.9,31.7
42,0.223,0.374,0.385,0.572,0.748,0.828,93.3,83.3,95.6,73.3,42.9,31.7
5,0.445,0.674,0.717,0.828,0.910,0.916,83.3,63.3,62.2,26.7,9.5,3.2
6,0.430,0.650,0.698,0.818,0.904,0.911,83.3,63.3,68.9,31.1,9.5,6.3
7,0.407,0.635,0.681,0.809,0.898,0.908,86.7,66.7,71.1,40.0,12.7,7.9
8,0.394,0.615,0.666,0.800,0.892,0.904,86.7,70.0,73.3,42.2,12.7,11.1
9,0.383,0.602,0.652,0.787,0.888,0.899,90.0,70.0,73.3,46.7,14.3,11.1
