Iteration,VPR 1.1,VPR 1.0,VPR 0.95,VPR 0.9,VPR 0.85,VPR 0.8,Resol 1.1,Resol 1.0,Resol 0.95,Resol 0.9,Resol 0.85,Resol 0.8
1,1.000,1.000,1.000,1.000,1.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0
10,0.968,0.992,0.988,0.997,0.994,0.997,0.0,0.0,0.0,0.0,0.0,0.0
100,0.523,0.692,0.760,0.861,0.927,0.918,83.3,63.3,51.1,13.3,7.9,4.8
101,0.521,0.690,0.758,0.860,0.926,0.917,83.3,63.3,51.1,15.6,7.9,4.8
102,0.519,0.688,0.756,0.859,0.926,0.915,83.3,63.3,51.1,17.8,7.9,4.8
103,0.517,0.686,0.754,0.857,0.925,0.915,83.3,63.3,51.1,17.8,7.9,4.8
104,0.515,0.684,0.752,0.856,0.925,0.914,83.3,63.3,53.3,17.8,7.9,4.8
105,0.514,0.682,0.750,0.854,0.924,0.913,83.3,66.7,53.3,17.8,7.9,4.8
106,0.512,0.680,0.748,0.854,0.923,0.913,83.3,66.7,55.6,20.0,7.9,4.8
107,0.510,0.678,0.746,0.853,0.923,0.913,83.3,66.7,55.6,20.0,7.9,4.8
108,0.508,0.676,0.744,0.852,0.921,0.913,83.3,66.7,55.6,20.0,7.9,4.8
109,0.507,0.674,0.743,0.851,0.920,0.913,83.3,66.7,55.6,20.0,7.9,4.8
11,0.961,0.990,0.986,0.995,0.993,0.997,0.0,0.0,0.0,0.0,0.0,0.0
110,0.505,0.672,0.741,0.850,0.920,0.912,83.3,66.7,55.6,20.0,9.5,4.8
111,0.503,0.670,0.740,0.849,0.919,0.911,83.3,66.7,55.6,20.0,9.5,4.8
112,0.502,0.668,0.738,0.848,0.918,0.911,83.3,66.7,55.6,20.0,9.5,4.8
113,0.500,0.666,0.737,0.847,0.918,0.910,83.3,66.7,55.6,20.0,9.5,4.8
114,0.498,0.664,0.736,0.846,0.917,0.910,83.3,66.7,57.8,20.0,9.5,4.8
115,0.497,0.662,0.734,0.845,0.917,0.909,83.3,66.7,57.8,20.0,9.5,4.8
