Iteration,VPR 1.1,VPR 1.0,VPR 0.95,VPR 0.9,VPR 0.85,VPR 0.8,Resol 1.1,Resol 1.0,Resol 0.95,Resol 0.9,Resol 0.85,Resol 0.8
1,0.750,0.888,0.908,0.945,0.944,0.950,36.7,6.7,6.7,0.0,6.3,0.0
10,0.531,0.742,0.816,0.881,0.910,0.894,83.3,50.0,24.4,13.3,11.1,3.2
11,0.530,0.740,0.816,0.881,0.909,0.894,83.3,50.0,26.7,13.3,11.1,3.2
12,0.529,0.737,0.812,0.877,0.909,0.894,83.3,50.0,26.7,15.6,11.1,3.2
13,0.527,0.736,0.811,0.879,0.909,0.894,83.3,50.0,26.7,15.6,11.1,3.2
14,0.526,0.734,0.810,0.878,0.909,0.894,83.3,50.0,26.7,15.6,11.1,3.2
15,0.525,0.729,0.810,0.873,0.908,0.894,83.3,50.0,26.7,15.6,11.1,3.2
16,0.524,0.727,0.809,0.874,0.909,0.895,83.3,53.3,26.7,15.6,9.5,3.2
17,0.523,0.725,0.809,0.874,0.909,0.895,83.3,53.3,26.7,15.6,9.5,3.2
18,0.522,0.723,0.808,0.871,0.909,0.894,83.3,53.3,26.7,15.6,9.5,3.2
19,0.521,0.719,0.808,0.870,0.909,0.894,83.3,53.3,26.7,15.6,9.5,3.2
2,0.625,0.798,0.844,0.909,0.929,0.918,73.3,33.3,17.8,8.9,4.8,3.2
20,0.520,0.718,0.807,0.870,0.909,0.894,83.3,53.3,26.7,15.6,9.5,3.2
21,0.518,0.718,0.807,0.869,0.909,0.893,83.3,53.3,26.7,15.6,9.5,3.2
22,0.517,0.717,0.806,0.869,0.907,0.893,83.3,53.3,26.7,15.6,11.1,3.2
23,0.516,0.715,0.806,0.868,0.907,0.892,83.3,53.3,28.9,15.6,11.1,3.2
24,0.515,0.714,0.800,0.868,0.907,0.891,83.3,53.3,28.9,15.6,11.1,3.2
25,0.514,0.716,0.800,0.868,0.907,0.890,83.3,53.3,31.1,15.6,11.1,3.2
26,0.514,0.715,0.799,0.868,0.907,0.890,83.3,53.3,31.1,15.6,11.1,3.2
27,0.513,0.711,0.799,0.867,0.907,0.890,83.3,53.3,31.1,15.6,11.1,3.2
28,0.512,0.710,0.798,0.867,0.907,0.890,83.3,53.3,31.1,15.6,11.1,3.2
29,0.511,0.709,0.798,0.867,0.907,0.889,83.3,53.3,31.1,15.6,11.1,4.8
3,0.596,0.783,0.833,0.900,0.926,0.909,76.7,36.7,24.4,11.1,6.3,1.6
30,0.511,0.708,0.798,0.867,0.907,0.889,83.3,53.3,31.1,15.6,11.1,4.8
31,0.510,0.707,0.798,0.867,0.907,0.889,83.3,53.3,31.1,15.6,11.1,4.8
32,0.510,0.707,0.797,0.867,0.907,0.889,83.3,53.3,31.1,15.6,11.1,4.8
33,0.509,0.706,0.797,0.866,0.907,0.888,83.3,53.3,31.1,15.6,11.1,4.8
34,0.509,0.711,0.797,0.866,0.907,0.888,83.3,50.0,31.1,15.6,11.1,4.8
35,0.508,0.710,0.796,0.866,0.907,0.888,83.3,50.0,31.1,15.6,11.1,4.8
36,0.508,0.709,0.796,0.866,0.907,0.888,83.3,50.0,31.1,15.6,11.1,4.8
37,0.507,0.709,0.796,0.865,0.907,0.887,83.3,50.0,31.1,15.6,11.1,4.8
38,0.506,0.708,0.796,0.865,0.907,0.887,83.3,50.0,31.1,15.6,11.1,4.8
39,0.506,0.710,0.795,0.865,0.907,0.887,83.3,50.0,31.1,15.6,11.1,4.8
4,0.581,0.773,0.828,0.894,0.924,0.905,76.7,40.0,24.4,11.1,7.9,1.6
40,0.506,0.710,0.795,0.864,0.907,0.887,83.3,50.0,31.1,15.6,11.1,6.3
41,0.505,0.709,0.795,0.864,0.907,0.887,83.3,50.0,31.1,15.6,11.1,6.3
42,0.505,0.708,0.795,0.864,0.907,0.887,83.3,53.3,31.1,15.6,11.1,6.3
5,0.562,0.765,0.824,0.891,0.919,0.900,76.7,43.3,24.4,11.1,7.9,3.2
6,0.556,0.763,0.822,0.889,0.918,0.898,76.7,43.3,24.4,11.1,7.9,3.2
7,0.551,0.756,0.820,0.885,0.917,0.897,76.7,46.7,24.4,11.1,7.9,3.2
8,0.547,0.748,0.817,0.884,0.918,0.896,80.0,50.0,24.4,13.3,7.9,3.2
9,0.544,0.744,0.818,0.882,0.916,0.895,80.0,50.0,24.4,13.3,7.9,3.2
