Iteration,VPR 1.1,VPR 1.0,VPR 0.95,VPR 0.9,VPR 0.85,VPR 0.8,Resol 1.1,Resol 1.0,Resol 0.95,Resol 0.9,Resol 0.85,Resol 0.8
56,0.349,0.453,0.524,0.705,0.839,0.856,86.7,80.0,88.9,57.8,27.0,23.8
57,0.347,0.450,0.519,0.702,0.838,0.855,86.7,80.0,88.9,57.8,27.0,23.8
58,0.345,0.446,0.515,0.700,0.836,0.854,86.7,80.0,88.9,57.8,27.0,23.8
59,0.343,0.443,0.511,0.697,0.835,0.853,86.7,80.0,88.9,57.8,27.0,23.8
6,0.820,0.911,0.937,0.968,0.972,0.981,20.0,0.0,0.0,0.0,1.6,0.0
60,0.341,0.440,0.507,0.695,0.833,0.852,86.7,80.0,88.9,57.8,27.0,23.8
61,0.339,0.440,0.504,0.692,0.830,0.851,86.7,76.7,88.9,57.8,30.2,25.4
62,0.338,0.437,0.500,0.689,0.829,0.850,86.7,76.7,88.9,57.8,31.7,25.4
63,0.336,0.435,0.497,0.687,0.827,0.849,86.7,76.7,88.9,57.8,31.7,27.0
64,0.334,0.432,0.493,0.684,0.826,0.848,86.7,76.7,88.9,57.8,31.7,27.0
65,0.332,0.429,0.485,0.681,0.824,0.847,86.7,76.7,91.1,60.0,31.7,28.6
66,0.331,0.427,0.482,0.679,0.822,0.846,86.7,80.0,91.1,60.0,31.7,30.2
67,0.329,0.424,0.478,0.676,0.821,0.847,86.7,80.0,91.1,60.0,33.3,30.2
68,0.327,0.422,0.475,0.674,0.818,0.846,86.7,80.0,91.1,60.0,33.3,30.2
69,0.326,0.406,0.472,0.672,0.816,0.845,86.7,83.3,91.1,60.0,33.3,31.7
7,0.787,0.891,0.920,0.961,0.968,0.975,33.3,0.0,0.0,0.0,1.6,0.0
70,0.324,0.403,0.468,0.669,0.807,0.844,86.7,83.3,91.1,60.0,34.9,31.7
71,0.323,0.394,0.465,0.667,0.806,0.844,86.7,86.7,91.1,60.0,34.9,31.7
72,0.321,0.392,0.462,0.665,0.804,0.843,86.7,86.7,91.1,60.0,34.9,31.7
73,0.320,0.389,0.459,0.662,0.803,0.842,86.7,86.7,91.1,60.0,34.9,31.7
74,0.319,0.387,0.456,0.660,0.802,0.841,86.7,86.7,91.1,62.2,34.9,31.7
75,0.317,0.385,0.453,0.658,0.800,0.840,86.7,86.7,91.1,62.2,34.9,31.7
76,0.316,0.383,0.450,0.656,0.799,0.839,86.7,86.7,93.3,62.2,34.9,31.7
77,0.315,0.381,0.447,0.654,0.791,0.839,86.7,86.7,93.3,62.2,36.5,31.7
78,0.313,0.379,0.444,0.651,0.790,0.838,86.7,86.7,93.3,64.4,36.5,33.3
79,0.312,0.377,0.441,0.649,0.788,0.838,86.7,86.7,93.3,64.4,36.5,33.3
8,0.755,0.869,0.904,0.951,0.965,0.969,50.0,6.7,0.0,0.0,1.6,0.0
80,0.285,0.376,0.439,0.647,0.787,0.837,90.0,86.7,93.3,64.4,36.5,33.3
81,0.284,0.374,0.436,0.645,0.786,0.837,90.0,86.7,93.3,64.4,36.5,33.3
82,0.283,0.372,0.433,0.643,0.773,0.836,90.0,86.7,93.3,64.4,38.1,33.3
83,0.281,0.370,0.431,0.641,0.772,0.835,90.0,86.7,93.3,64.4,38.1,33.3
84,0.280,0.369,0.428,0.637,0.769,0.834,90.0,86.7,93.3,64.4,39.7,33.3
85,0.279,0.367,0.425,0.635,0.768,0.834,90.0,86.7,95.6,64.4,39.7,33.3
86,0.278,0.365,0.423,0.633,0.766,0.833,90.0,86.7,95.6,66.7,39.7,33.3
87,0.272,0.364,0.420,0.631,0.764,0.832,90.0,86.7,95.6,66.7,39.7,33.3
88,0.271,0.362,0.418,0.629,0.763,0.832,90.0,86.7,95.6,66.7,39.7,33.3
89,0.270,0.361,0.416,0.627,0.761,0.831,90.0,86.7,95.6,68.9,39.7,33.3
9,0.731,0.847,0.890,0.941,0.962,0.964,56.7,10.0,2.2,0.0,1.6,0.0
90,0.269,0.359,0.413,0.625,0.760,0.831,90.0,86.7,95.6,68.9,39.7,33.3
91,0.268,0.358,0.411,0.624,0.759,0.830,90.0,86.7,95.6,68.9,39.7,33.3
92,0.268,0.356,0.409,0.622,0.758,0.830,90.0,86.7,95.6,68.9,39.7,33.3
93,0.267,0.355,0.407,0.620,0.757,0.829,90.0,86.7,95.6,68.9,39.7,33.3
94,0.266,0.353,0.404,0.618,0.756,0.828,90.0,86.7,95.6,68.9,39.7,33.3
95,0.265,0.352,0.402,0.618,0.755,0.829,90.0,86.7,95.6,68.9,39.7,33.3
96,0.264,0.351,0.400,0.616,0.753,0.829,90.0,86.7,95.6,68.9,39.7,33.3
97,0.263,0.349,0.398,0.615,0.752,0.828,90.0,86.7,95.6,68.9,39.7,33.3
98,0.262,0.348,0.396,0.613,0.751,0.829,90.0,86.7,95.6,68.9,39.7,33.3
99,0.262,0.347,0.394,0.610,0.750,0.829,90.0,86.7,95.6,68.9,39.7,33.3
