Iteration,VPR 1.1,VPR 1.0,VPR 0.95,VPR 0.9,VPR 0.85,VPR 0.8,Resol 1.1,Resol 1.0,Resol 0.95,Resol 0.9,Resol 0.85,Resol 0.8
1,0.993,1.000,0.998,1.000,0.999,0.999,0.0,0.0,0.0,0.0,0.0,0.0
10,0.701,0.829,0.876,0.933,0.959,0.959,63.3,23.3,4.4,0.0,1.6,0.0
100,0.266,0.346,0.392,0.608,0.750,0.828,86.7,86.7,95.6,68.9,39.7,33.3
11,0.670,0.812,0.865,0.924,0.957,0.951,70.0,33.3,11.1,0.0,1.6,0.0
12,0.652,0.792,0.854,0.915,0.954,0.946,73.3,43.3,20.0,0.0,1.6,0.0
13,0.635,0.780,0.843,0.908,0.951,0.943,76.7,46.7,20.0,0.0,1.6,0.0
14,0.619,0.765,0.832,0.902,0.948,0.939,76.7,53.3,22.2,4.4,1.6,0.0
15,0.605,0.748,0.821,0.893,0.942,0.936,76.7,56.7,24.4,8.9,3.2,1.6
16,0.581,0.735,0.810,0.887,0.940,0.932,80.0,63.3,26.7,11.1,4.8,1.6
17,0.555,0.722,0.798,0.878,0.935,0.928,83.3,63.3,31.1,13.3,4.8,1.6
18,0.543,0.710,0.786,0.873,0.933,0.924,83.3,66.7,40.0,13.3,6.3,1.6
19,0.533,0.698,0.772,0.867,0.928,0.921,83.3,66.7,46.7,13.3,6.3,3.2
2,0.969,0.992,0.988,0.996,0.994,0.998,0.0,0.0,0.0,0.0,0.0,0.0
20,0.524,0.692,0.763,0.861,0.925,0.917,83.3,63.3,51.1,15.6,7.9,4.8
21,0.514,0.681,0.751,0.855,0.923,0.915,83.3,66.7,53.3,17.8,7.9,4.8
22,0.506,0.671,0.741,0.849,0.919,0.912,83.3,66.7,55.6,20.0,9.5,4.8
23,0.498,0.662,0.734,0.844,0.916,0.909,83.3,66.7,60.0,20.0,9.5,4.8
24,0.490,0.653,0.724,0.838,0.912,0.907,83.3,66.7,62.2,22.2,9.5,4.8
25,0.482,0.644,0.715,0.833,0.910,0.905,83.3,66.7,64.4,22.2,11.1,4.8
26,0.475,0.635,0.707,0.828,0.905,0.902,83.3,70.0,64.4,28.9,11.1,6.3
27,0.469,0.624,0.699,0.823,0.903,0.900,83.3,70.0,66.7,31.1,12.7,6.3
28,0.462,0.616,0.691,0.815,0.899,0.897,83.3,70.0,68.9,33.3,12.7,9.5
29,0.445,0.599,0.683,0.810,0.897,0.895,83.3,73.3,71.1,33.3,14.3,9.5
3,0.930,0.977,0.979,0.989,0.988,0.995,3.3,0.0,0.0,0.0,0.0,0.0
30,0.439,0.591,0.678,0.806,0.894,0.893,83.3,73.3,73.3,33.3,14.3,11.1
31,0.434,0.583,0.667,0.802,0.892,0.891,83.3,73.3,73.3,37.8,15.9,14.3
32,0.429,0.576,0.660,0.797,0.890,0.890,83.3,73.3,73.3,37.8,15.9,14.3
33,0.424,0.568,0.653,0.793,0.888,0.888,83.3,73.3,73.3,40.0,19.0,14.3
34,0.419,0.562,0.641,0.789,0.885,0.886,83.3,73.3,75.6,40.0,19.0,14.3
35,0.414,0.549,0.634,0.785,0.879,0.884,83.3,76.7,75.6,40.0,20.6,14.3
36,0.410,0.543,0.628,0.777,0.877,0.882,83.3,76.7,75.6,44.4,20.6,14.3
37,0.406,0.537,0.621,0.773,0.876,0.881,83.3,76.7,75.6,44.4,20.6,15.9
38,0.401,0.531,0.615,0.768,0.874,0.879,83.3,76.7,77.8,46.7,20.6,17.5
39,0.398,0.526,0.609,0.765,0.871,0.878,83.3,76.7,77.8,46.7,20.6,20.6
4,0.890,0.959,0.964,0.983,0.983,0.991,3.3,0.0,0.0,0.0,1.6,0.0
40,0.394,0.520,0.603,0.761,0.869,0.876,83.3,80.0,77.8,51.1,22.2,20.6
41,0.390,0.515,0.597,0.757,0.867,0.874,83.3,80.0,77.8,53.3,22.2,20.6
42,0.387,0.510,0.592,0.753,0.865,0.873,83.3,80.0,77.8,55.6,22.2,22.2
43,0.384,0.505,0.586,0.749,0.863,0.871,83.3,80.0,77.8,57.8,22.2,22.2
44,0.380,0.497,0.581,0.744,0.862,0.870,83.3,80.0,77.8,57.8,22.2,22.2
45,0.377,0.492,0.576,0.741,0.860,0.869,86.7,80.0,77.8,57.8,22.2,22.2
46,0.374,0.488,0.571,0.736,0.858,0.867,86.7,80.0,80.0,57.8,22.2,22.2
47,0.372,0.483,0.564,0.732,0.856,0.866,86.7,80.0,80.0,57.8,23.8,23.8
48,0.369,0.479,0.558,0.729,0.853,0.865,86.7,80.0,82.2,57.8,23.8,23.8
49,0.366,0.475,0.554,0.726,0.851,0.863,86.7,80.0,84.4,57.8,23.8,23.8
5,0.854,0.937,0.951,0.976,0.977,0.987,13.3,0.0,0.0,0.0,1.6,0.0
50,0.364,0.471,0.549,0.723,0.849,0.862,86.7,80.0,84.4,57.8,23.8,23.8
51,0.361,0.467,0.546,0.719,0.848,0.861,86.7,80.0,84.4,57.8,25.4,23.8
52,0.359,0.463,0.541,0.716,0.846,0.860,86.7,80.0,84.4,57.8,25.4,23.8
53,0.356,0.460,0.537,0.713,0.844,0.859,86.7,80.0,86.7,57.8,25.4,23.8
54,0.354,0.456,0.532,0.710,0.843,0.859,86.7,80.0,86.7,57.8,25.4,23.8
55,0.352,0.456,0.528,0.708,0.841,0.858,86.7,80.0,86.7,57.8,27.0,23.8
