Iteration,VPR 1.1,VPR 1.0,VPR 0.95,VPR 0.9,VPR 0.85,VPR 0.8,Resol 1.1,Resol 1.0,Resol 0.95,Resol 0.9,Resol 0.85,Resol 0.8
1,0.896,0.961,0.970,0.983,0.982,0.990,6.7,0.0,0.0,0.0,1.6,0.0
10,0.684,0.832,0.881,0.933,0.967,0.963,63.3,23.3,6.7,0.0,1.6,0.0
11,0.668,0.825,0.874,0.930,0.966,0.961,70.0,23.3,6.7,0.0,1.6,0.0
12,0.662,0.820,0.870,0.928,0.965,0.960,70.0,26.7,8.9,0.0,1.6,0.0
13,0.656,0.814,0.864,0.924,0.964,0.958,70.0,33.3,8.9,0.0,1.6,0.0
14,0.650,0.808,0.859,0.921,0.964,0.957,76.7,33.3,8.9,0.0,1.6,0.0
15,0.644,0.803,0.853,0.919,0.963,0.956,76.7,36.7,8.9,0.0,1.6,0.0
16,0.639,0.798,0.849,0.917,0.962,0.955,76.7,36.7,11.1,0.0,1.6,0.0
17,0.634,0.793,0.843,0.915,0.960,0.954,76.7,40.0,11.1,0.0,1.6,0.0
18,0.632,0.788,0.839,0.913,0.960,0.953,76.7,43.3,11.1,0.0,1.6,0.0
19,0.628,0.784,0.834,0.911,0.958,0.952,76.7,43.3,11.1,2.2,1.6,0.0
2,0.797,0.902,0.933,0.963,0.976,0.979,33.3,3.3,0.0,0.0,1.6,0.0
20,0.624,0.779,0.830,0.908,0.957,0.952,76.7,43.3,11.1,2.2,1.6,0.0
21,0.620,0.776,0.828,0.905,0.956,0.951,76.7,43.3,13.3,4.4,1.6,0.0
22,0.616,0.772,0.823,0.903,0.955,0.950,76.7,43.3,20.0,6.7,1.6,0.0
23,0.613,0.766,0.819,0.901,0.954,0.949,76.7,43.3,22.2,6.7,1.6,0.0
24,0.609,0.762,0.815,0.899,0.953,0.949,76.7,46.7,22.2,6.7,1.6,0.0
25,0.606,0.758,0.811,0.897,0.952,0.947,76.7,50.0,22.2,6.7,1.6,0.0
26,0.603,0.755,0.808,0.895,0.952,0.946,76.7,50.0,22.2,8.9,1.6,0.0
27,0.600,0.751,0.804,0.893,0.949,0.946,76.7,50.0,26.7,8.9,1.6,0.0
28,0.597,0.748,0.800,0.891,0.949,0.946,76.7,50.0,28.9,8.9,1.6,0.0
29,0.594,0.745,0.797,0.889,0.948,0.945,76.7,50.0,33.3,11.1,1.6,0.0
3,0.779,0.891,0.924,0.959,0.975,0.977,40.0,3.3,0.0,0.0,1.6,0.0
30,0.592,0.742,0.794,0.887,0.947,0.944,76.7,50.0,33.3,11.1,1.6,0.0
31,0.589,0.738,0.791,0.885,0.947,0.944,76.7,50.0,35.6,13.3,1.6,0.0
32,0.587,0.735,0.788,0.884,0.946,0.942,76.7,50.0,40.0,13.3,1.6,0.0
33,0.585,0.733,0.785,0.882,0.945,0.941,76.7,50.0,44.4,13.3,1.6,0.0
34,0.583,0.731,0.782,0.880,0.945,0.941,76.7,50.0,44.4,13.3,1.6,0.0
35,0.581,0.724,0.779,0.879,0.944,0.940,76.7,56.7,44.4,13.3,1.6,0.0
36,0.579,0.722,0.775,0.877,0.944,0.940,76.7,56.7,44.4,13.3,1.6,0.0
37,0.577,0.719,0.772,0.876,0.943,0.939,76.7,56.7,44.4,13.3,1.6,0.0
38,0.575,0.717,0.769,0.874,0.943,0.939,76.7,56.7,44.4,13.3,1.6,0.0
39,0.573,0.714,0.766,0.873,0.942,0.938,76.7,56.7,46.7,13.3,1.6,0.0
4,0.759,0.882,0.918,0.952,0.974,0.975,46.7,3.3,0.0,0.0,1.6,0.0
40,0.571,0.712,0.763,0.871,0.942,0.938,76.7,56.7,48.9,13.3,1.6,0.0
41,0.570,0.710,0.760,0.870,0.941,0.937,76.7,56.7,51.1,13.3,3.2,0.0
42,0.568,0.712,0.755,0.869,0.941,0.938,76.7,56.7,51.1,13.3,3.2,0.0
5,0.748,0.872,0.912,0.949,0.973,0.973,46.7,10.0,0.0,0.0,1.6,0.0
6,0.733,0.860,0.906,0.947,0.972,0.971,53.3,10.0,0.0,0.0,1.6,0.0
7,0.717,0.852,0.901,0.943,0.971,0.970,53.3,16.7,2.2,0.0,1.6,0.0
8,0.699,0.845,0.892,0.940,0.970,0.967,53.3,20.0,2.2,0.0,1.6,0.0
9,0.692,0.838,0.887,0.937,0.968,0.966,56.7,23.3,2.2,0.0,1.6,0.0
