Iteration,VPR 1.1,VPR 1.0,VPR 0.95,VPR 0.9,VPR 0.85,VPR 0.8,Resol 1.1,Resol 1.0,Resol 0.95,Resol 0.9,Resol 0.85,Resol 0.8
1,1.000,1.000,1.000,1.000,1.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0
10,0.892,0.959,0.964,0.983,0.982,0.991,3.3,0.0,0.0,0.0,1.6,0.0
100,0.393,0.522,0.603,0.761,0.869,0.875,83.3,76.7,77.8,51.1,22.2,20.6
101,0.391,0.520,0.601,0.759,0.868,0.874,83.3,76.7,77.8,51.1,22.2,20.6
102,0.390,0.518,0.598,0.758,0.867,0.874,83.3,76.7,77.8,51.1,22.2,20.6
103,0.388,0.516,0.596,0.756,0.867,0.873,83.3,76.7,77.8,53.3,22.2,20.6
104,0.387,0.514,0.594,0.755,0.866,0.873,83.3,76.7,77.8,57.8,22.2,22.2
105,0.386,0.512,0.591,0.753,0.865,0.871,83.3,76.7,77.8,57.8,22.2,23.8
106,0.384,0.510,0.589,0.752,0.864,0.870,83.3,76.7,77.8,57.8,22.2,23.8
107,0.383,0.507,0.587,0.748,0.864,0.869,83.3,80.0,77.8,57.8,22.2,23.8
108,0.382,0.505,0.584,0.747,0.863,0.869,83.3,80.0,77.8,57.8,22.2,23.8
109,0.380,0.503,0.582,0.745,0.862,0.868,83.3,80.0,77.8,57.8,22.2,23.8
11,0.876,0.952,0.958,0.980,0.979,0.989,6.7,0.0,0.0,0.0,1.6,0.0
110,0.379,0.501,0.580,0.744,0.861,0.868,83.3,80.0,77.8,57.8,22.2,23.8
111,0.378,0.499,0.578,0.742,0.861,0.868,86.7,80.0,77.8,57.8,22.2,23.8
112,0.377,0.497,0.575,0.741,0.860,0.868,86.7,80.0,77.8,57.8,22.2,23.8
113,0.376,0.495,0.573,0.740,0.859,0.868,86.7,80.0,77.8,57.8,22.2,23.8
114,0.374,0.493,0.571,0.738,0.859,0.867,86.7,80.0,80.0,57.8,22.2,23.8
115,0.373,0.492,0.569,0.737,0.858,0.867,86.7,80.0,80.0,57.8,22.2,23.8
116,0.372,0.487,0.567,0.734,0.857,0.866,86.7,80.0,80.0,57.8,22.2,23.8
117,0.371,0.485,0.565,0.733,0.856,0.866,86.7,80.0,80.0,57.8,22.2,23.8
118,0.370,0.483,0.562,0.731,0.856,0.865,86.7,80.0,82.2,57.8,23.8,23.8
119,0.369,0.481,0.560,0.730,0.856,0.865,86.7,80.0,82.2,57.8,22.2,23.8
12,0.859,0.943,0.953,0.977,0.977,0.988,10.0,0.0,0.0,0.0,1.6,0.0
120,0.368,0.480,0.558,0.728,0.855,0.864,86.7,80.0,84.4,57.8,22.2,23.8
121,0.367,0.478,0.556,0.727,0.854,0.864,86.7,80.0,84.4,57.8,22.2,23.8
122,0.365,0.476,0.554,0.726,0.854,0.863,86.7,80.0,84.4,57.8,22.2,23.8
123,0.364,0.475,0.552,0.724,0.853,0.863,86.7,80.0,84.4,57.8,22.2,23.8
124,0.363,0.473,0.550,0.723,0.852,0.862,86.7,80.0,84.4,57.8,22.2,23.8
125,0.362,0.472,0.549,0.722,0.852,0.862,86.7,80.0,84.4,57.8,22.2,23.8
126,0.361,0.470,0.547,0.720,0.851,0.861,86.7,80.0,84.4,57.8,22.2,23.8
127,0.360,0.468,0.545,0.719,0.850,0.861,86.7,80.0,84.4,57.8,23.8,23.8
128,0.360,0.467,0.543,0.718,0.850,0.860,86.7,80.0,84.4,57.8,23.8,23.8
129,0.359,0.465,0.541,0.717,0.849,0.860,86.7,80.0,84.4,57.8,23.8,23.8
13,0.844,0.932,0.947,0.974,0.976,0.985,16.7,0.0,0.0,0.0,1.6,0.0
130,0.358,0.466,0.539,0.715,0.848,0.859,86.7,76.7,84.4,57.8,23.8,23.8
131,0.357,0.465,0.537,0.714,0.848,0.859,86.7,76.7,86.7,57.8,23.8,23.8
132,0.356,0.464,0.536,0.713,0.847,0.858,86.7,76.7,86.7,57.8,23.8,23.8
